Date,Open,High,Low,Close,Volume,Change,Change Percent,VWAP
7/25/2024,218.93,220.85,214.62,217.49,51391200,-1.44,-0.65774,217.9725
7/26/2024,218.7,219.49,216.01,217.96,41601345,-0.74,-0.33836,218.04
7/29/2024,216.96,219.3,215.75,218.24,36311800,1.28,0.58997,217.5625
7/30/2024,219.19,220.33,216.12,218.8,41643840,-0.39,-0.17793,218.61
7/31/2024,221.44,223.82,220.63,222.08,50036300,0.64,0.28902,221.9925
8/1/2024,224.37,224.48,217.02,218.36,62501000,-6.01,-2.68,221.0575
8/2/2024,219.15,225.6,217.71,219.86,105568600,0.71,0.32398,220.58
8/5/2024,199.09,213.5,196,209.27,119548600,10.18,5.11,204.465
8/6/2024,205.3,209.99,201.07,207.23,69660500,1.93,0.94009,205.8975
8/7/2024,206.9,213.64,206.39,209.82,63516417,2.92,1.41,209.1875
8/8/2024,213.11,214.2,208.83,213.31,47161149,0.2,0.09384825,212.3625
8/9/2024,212.1,216.78,211.97,216.24,42201646,4.14,1.95,214.2725
8/12/2024,216.07,219.51,215.6,217.53,38028100,1.46,0.67571,217.1775
8/13/2024,219.01,221.89,219.01,221.27,44155331,2.26,1.03,220.295
8/14/2024,220.57,223.03,219.7,221.72,41960600,1.15,0.52138,221.255
8/15/2024,224.6,225.35,222.76,224.72,46414013,0.12,0.05342832,224.3575
8/16/2024,223.92,226.83,223.65,226.05,44340240,2.13,0.95123,225.1125
8/19/2024,225.72,225.99,223.04,225.89,40687813,0.17,0.07531455,225.16
8/20/2024,225.77,227.17,225.45,226.51,30299033,0.74,0.32777,226.225
8/21/2024,226.52,227.98,225.05,226.4,34765500,-0.12,-0.05297545,226.4875
8/22/2024,227.79,228.34,223.9,224.53,43695321,-3.26,-1.43,226.14
8/23/2024,225.66,228.22,224.33,226.84,38677300,1.18,0.52291,226.2625
8/26/2024,226.76,227.28,223.89,227.18,30602208,0.42,0.18522,226.2775
8/27/2024,226,228.85,224.89,228.03,35934600,2.03,0.89823,226.9425
8/28/2024,227.92,229.86,225.68,226.49,38052200,-1.43,-0.62741,227.4875
8/29/2024,230.1,232.92,228.88,229.79,51906300,-0.31,-0.13472,230.4225
8/30/2024,230.19,230.4,227.48,229,52990800,-1.19,-0.51696,229.2675
9/3/2024,228.55,229,221.17,222.77,50190600,-5.78,-2.53,225.3725
9/4/2024,221.66,221.78,217.48,220.85,43840200,-0.81,-0.36542,220.4425
9/5/2024,221.63,225.48,221.52,222.38,36615400,0.755,0.3384,222.7525
9/6/2024,223.95,225.24,219.77,220.82,48423011,-3.13,-1.4,222.445
9/9/2024,220.82,221.27,216.71,220.91,67180000,0.09,0.04075718,219.9275
9/10/2024,218.92,221.48,216.73,220.11,51591033,1.19,0.54358,219.31
9/11/2024,221.46,223.09,217.89,222.66,44587100,1.2,0.54186,221.275
9/12/2024,222.5,223.55,219.82,222.77,37498225,0.27,0.12135,222.16
9/13/2024,223.58,224.04,221.91,222.5,36766619,-1.08,-0.48305,223.0075
9/16/2024,216.54,217.22,213.92,216.32,59357427,-0.22,-0.1016,216
9/17/2024,215.75,216.9,214.5,216.79,45519339,1.04,0.48204,215.985
9/18/2024,217.55,222.71,217.54,220.69,59894928,3.14,1.44,219.6225
9/19/2024,224.99,229.82,224.63,228.87,66781315,3.88,1.72,227.0775
9/20/2024,229.97,233.09,227.62,228.2,318679900,-1.77,-0.76967,229.72
9/23/2024,227.34,229.45,225.81,226.47,54146023,-0.87,-0.38269,227.2675
9/24/2024,228.65,229.35,225.73,227.37,43556100,-1.28,-0.55981,227.775
9/25/2024,224.93,227.29,224.02,226.37,42308715,1.44,0.6402,225.6525
9/26/2024,227.3,228.5,225.41,227.52,36636707,0.22,0.09678839,227.1825
9/27/2024,228.46,229.52,227.3,227.79,34026000,-0.67,-0.29327,228.2675
9/30/2024,230.04,233,229.65,233,54793391,2.96,1.29,231.4225
10/1/2024,229.52,229.65,223.74,226.21,63285048,-3.31,-1.44,227.28
10/2/2024,225.89,227.37,223.02,226.78,32880605,0.89,0.394,225.765
10/3/2024,225.14,226.81,223.32,225.67,34044200,0.53,0.23541,225.235
10/4/2024,227.9,228,224.13,226.8,37345098,-1.1,-0.48267,226.7075
10/7/2024,224.5,225.69,221.33,221.69,39505400,-2.81,-1.25,223.3025
10/8/2024,224.3,225.98,223.25,225.77,31855700,1.47,0.65537,224.825
10/9/2024,225.23,229.75,224.83,229.54,33591100,4.31,1.91,227.3375
10/10/2024,227.78,229.5,227.17,229.04,28183544,1.26,0.55317,228.3725
10/11/2024,229.3,229.41,227.34,227.55,31759200,-1.75,-0.76319,228.4
10/14/2024,228.7,231.73,228.6,231.3,39882100,2.6,1.14,230.0825
10/15/2024,233.61,237.49,232.37,233.85,64751400,0.24,0.10274,234.33
10/16/2024,231.6,232.12,229.84,231.78,34082240,0.18,0.07772021,231.335
10/17/2024,233.43,233.85,230.52,232.15,32993810,-1.28,-0.54834,232.4875
10/18/2024,236.18,236.18,234.01,235,46431500,-1.18,-0.49962,235.3425
10/21/2024,234.45,236.85,234.45,236.48,36254500,2.03,0.86586,235.5575
10/22/2024,233.89,236.22,232.6,235.86,38846600,1.98,0.84228,234.6425
10/23/2024,234.08,235.14,227.76,230.76,52287000,-3.32,-1.42,231.935
10/24/2024,229.98,230.82,228.41,230.57,31109503,0.59,0.25654,229.945
10/25/2024,229.74,233.22,229.57,231.41,38802304,1.67,0.72691,230.985
10/28/2024,233.32,234.73,232.55,233.4,36087134,0.08,0.03428767,233.5
10/29/2024,233.1,234.33,232.32,233.67,35417247,0.57,0.24453,233.355
10/30/2024,232.61,233.47,229.55,230.1,47070907,-2.51,-1.08,231.4325
10/31/2024,229.34,229.83,225.37,225.91,64370100,-3.43,-1.5,227.6125
11/1/2024,220.97,225.35,220.27,222.91,65276741,1.94,0.87795,222.375
11/4/2024,220.99,222.79,219.71,222.01,44944500,1.02,0.46156,221.375
11/5/2024,221.8,223.95,221.14,223.45,28111338,1.66,0.74391,222.585
11/6/2024,222.61,226.07,221.19,222.72,54561121,0.11,0.04941377,223.1475
11/7/2024,224.63,227.88,224.57,227.48,42137700,2.85,1.27,226.14
11/8/2024,227.17,228.66,226.41,226.96,38328824,-0.21,-0.09244178,227.3
11/11/2024,225,225.7,221.5,224.23,42005602,-0.77,-0.34222,224.1075
11/12/2024,224.55,225.59,223.36,224.23,40398300,-0.32,-0.14251,224.4325
11/13/2024,224.01,226.65,222.76,225.12,48566217,1.11,0.49551,224.635
11/14/2024,225.02,228.87,225,228.22,44923941,3.2,1.42,226.7775
11/15/2024,226.4,226.92,224.27,225,47923700,-1.4,-0.61837,225.6475
11/18/2024,225.25,229.74,225.17,228.02,44686020,2.77,1.23,227.045
11/19/2024,226.98,230.16,226.66,228.28,36211800,1.3,0.57274,228.02
11/20/2024,228.06,229.93,225.89,229,35169600,0.94,0.41217,228.22
11/21/2024,228.88,230.16,225.71,228.52,42108327,-0.36,-0.15729,228.3175
11/22/2024,228.06,230.72,228.06,229.87,38168300,1.81,0.79365,229.1775
11/25/2024,231.46,233.25,229.74,232.87,90152832,1.41,0.60918,231.83
11/26/2024,233.33,235.57,233.33,235.06,45986200,1.73,0.74144,234.3225
11/27/2024,234.47,235.69,233.81,234.93,33498439,0.465,0.19619,234.725
11/29/2024,234.81,237.81,233.97,237.33,28481400,2.53,1.07,235.98
12/2/2024,237.27,240.79,237.16,239.59,48137103,2.32,0.97779,238.7025
12/3/2024,239.81,242.76,238.9,242.65,38861017,2.84,1.18,241.03
12/4/2024,242.87,244.11,241.25,243.01,44383935,0.14,0.05764401,242.81
12/5/2024,243.99,244.54,242.13,243.04,40033900,-0.95,-0.38936,243.425
12/6/2024,242.91,244.63,242.08,242.84,36870619,-0.065,-0.02881726,243.115
12/9/2024,241.83,247.24,241.75,246.75,44649232,4.92,2.03,244.3925
12/10/2024,246.89,248.21,245.34,247.77,36914806,0.88,0.35643,247.0525
12/11/2024,247.96,250.8,246.26,246.49,45205814,-1.47,-0.59284,247.8775
12/12/2024,246.89,248.74,245.68,247.96,32777532,1.07,0.43339,247.3175
12/13/2024,247.82,249.29,246.24,248.13,33155300,0.315,0.12509,247.87
12/16/2024,247.99,251.38,247.65,251.04,51694800,3.05,1.23,249.515
12/17/2024,250.08,253.83,249.78,253.48,51356400,3.4,1.36,251.7925
12/18/2024,252.16,254.28,247.74,248.05,56774101,-4.11,-1.63,250.5575
12/19/2024,247.5,252,247.09,249.79,60882300,2.29,0.92525,249.095
12/20/2024,248.04,255,245.69,254.49,147495300,6.45,2.6,250.805
12/23/2024,254.77,255.65,253.45,255.27,40858800,0.5,0.19626,254.785
12/24/2024,255.49,258.21,255.29,258.2,23234705,2.71,1.06,256.7975
12/26/2024,258.19,260.1,257.63,259.02,27262983,0.83,0.32147,258.735
12/27/2024,257.83,258.7,253.06,255.59,42355321,-2.24,-0.86879,256.295
12/30/2024,252.23,253.5,250.75,252.2,35557542,-0.03,-0.01189391,252.17
12/31/2024,252.44,253.28,249.43,250.42,39480718,-2.02,-0.80019,251.3925
1/2/2025,248.93,249.1,241.82,243.85,55740731,-5.08,-2.04,245.925
1/3/2025,243.36,244.18,241.89,243.36,40244114,0,0,243.1975
1/6/2025,244.31,247.33,243.2,245,45045600,0.69,0.28243,244.96
1/7/2025,242.98,245.55,241.35,242.21,40856000,-0.77,-0.3169,243.0225
1/8/2025,241.92,243.71,240.05,242.7,37628940,0.78,0.32242,242.095
1/10/2025,240.01,240.16,233,236.85,61710900,-3.16,-1.32,237.505
1/13/2025,233.53,234.67,229.72,234.4,49630725,0.87,0.37254,233.08
1/14/2025,234.75,236.12,232.47,233.28,39435300,-1.47,-0.6262,234.155
1/15/2025,234.64,238.96,234.43,237.87,39832000,3.24,1.38,236.475
1/16/2025,237.35,238.01,228.03,228.26,71759100,-9.09,-3.83,232.9125
1/17/2025,232.12,232.29,228.48,229.98,68488301,-2.14,-0.92194,230.7175
1/21/2025,224,224.42,219.38,222.64,98070429,-1.36,-0.60714,222.61
1/22/2025,219.79,224.12,219.79,223.83,64126500,4.04,1.84,221.8825
1/23/2025,224.74,227.03,222.3,223.66,60234800,-1.08,-0.48056,224.4325
1/24/2025,224.78,225.63,221.41,222.78,54697907,-2,-0.88976,223.65
1/27/2025,224.02,232.15,223.98,229.86,94863418,5.84,2.61,227.5025
1/28/2025,230.85,240.19,230.81,238.26,75707600,7.41,3.21,235.0275
1/29/2025,234.12,239.86,234.01,239.36,45486100,5.24,2.24,236.8375
1/30/2025,238.67,240.79,237.21,237.59,55658300,-1.07,-0.45251,238.565
1/31/2025,247.19,247.19,233.44,236,101075128,-11.19,-4.53,240.955
2/3/2025,229.99,231.83,225.7,228.01,73063301,-1.98,-0.86091,228.8825
2/4/2025,227.25,233.13,226.65,232.8,45067301,5.55,2.44,229.9575
2/5/2025,228.53,232.67,228.27,232.47,39664989,3.94,1.72,230.485
2/6/2025,231.29,233.8,230.43,233.22,29925349,1.94,0.83445,232.185
2/7/2025,232.6,234,227.26,227.63,39707224,-4.97,-2.14,230.3725
2/10/2025,229.57,230.59,227.2,227.65,33115645,-1.92,-0.83635,228.7525
2/11/2025,228.2,235.23,228.13,232.62,53718400,4.42,1.94,231.045
2/12/2025,231.2,236.96,230.68,236.87,45243300,5.67,2.45,233.9275
2/13/2025,236.91,242.34,235.57,241.53,53614100,4.62,1.95,239.0875
2/14/2025,241.25,245.55,240.99,244.6,40896227,3.35,1.39,243.0975
2/18/2025,244.15,245.18,241.84,244.47,48822500,0.32,0.13107,243.91
2/19/2025,244.66,246.01,243.16,244.87,32204215,0.21,0.0858334,244.675
2/20/2025,244.94,246.78,244.29,245.83,32316907,0.89,0.36335,245.46
2/21/2025,245.95,248.69,245.22,245.55,53197431,-0.4,-0.16263,246.3525
2/24/2025,244.93,248.86,244.42,247.1,51326400,2.17,0.88597,246.3275
2/25/2025,248,250,244.91,247.04,48013300,-0.96,-0.3871,247.4875
2/26/2025,244.33,244.98,239.13,240.36,44433600,-3.97,-1.62,242.2
2/27/2025,239.41,242.46,237.06,237.3,41153639,-2.11,-0.88133,239.0575
2/28/2025,236.95,242.09,230.2,241.84,56833400,4.89,2.06,237.77
3/3/2025,241.79,244.03,236.11,238.03,47184000,-3.76,-1.56,239.99
3/4/2025,237.71,240.07,234.68,235.93,53798100,-1.78,-0.74881,237.0975
3/5/2025,235.42,236.55,229.23,235.74,47227643,0.32,0.13593,234.235
3/6/2025,234.44,237.86,233.16,235.33,45170419,0.895,0.37963,235.1975
3/7/2025,235.11,241.37,234.76,239.07,46273600,3.97,1.68,237.5775
3/10/2025,235.54,236.16,224.22,227.48,72071200,-8.06,-3.42,230.85
3/11/2025,223.81,225.84,217.45,220.84,76137410,-2.97,-1.33,221.985
3/12/2025,220.14,221.75,214.91,216.98,62547500,-3.16,-1.44,218.445
3/13/2025,215.95,216.84,208.42,209.68,61368330,-6.27,-2.9,212.7225
3/14/2025,211.25,213.95,209.58,213.49,60107600,2.24,1.06,212.0675
3/17/2025,213.31,215.22,209.97,214,48073426,0.69,0.32347,213.125
3/18/2025,214.16,215.15,211.49,212.69,42432426,-1.47,-0.6864,213.3725
3/19/2025,214.22,218.76,213.75,215.24,54385400,1.02,0.47615,215.4925
3/20/2025,213.99,217.49,212.22,214.1,48862947,0.11,0.05140427,214.45
3/21/2025,211.56,218.84,211.28,218.27,94127800,6.71,3.17,214.9875
3/24/2025,221,221.48,218.58,220.73,44299500,-0.27,-0.12217,220.4475
3/25/2025,220.77,224.1,220.08,223.75,34493600,2.98,1.35,222.175
3/26/2025,223.51,225.02,220.47,221.53,34532656,-1.98,-0.88587,222.6325
3/27/2025,221.39,224.99,220.56,223.85,37094800,2.46,1.11,222.6975
3/28/2025,221.67,223.81,217.68,217.9,39818617,-3.77,-1.7,220.265
3/31/2025,217.01,225.62,216.23,222.13,65299321,5.13,2.36,220.2475
4/1/2025,219.81,223.68,218.9,223.19,36412740,3.38,1.54,221.395
4/2/2025,221.32,225.19,221.02,223.89,35905904,2.57,1.16,222.855
4/3/2025,205.54,207.49,201.25,203.19,103419006,-2.35,-1.14,204.3675
4/4/2025,193.89,199.88,187.34,188.38,125910913,-5.51,-2.84,192.3725
4/7/2025,177.2,194.15,174.62,181.46,160466300,4.26,2.4,181.8575
4/8/2025,186.7,190.34,169.21,172.42,120859500,-14.28,-7.65,179.6675
4/9/2025,171.95,200.61,171.89,198.85,184395900,26.9,15.64,185.825
4/10/2025,189.07,194.78,183,190.42,121880000,1.35,0.71402,189.3175
4/11/2025,186.1,199.54,186.06,198.15,87435915,12.05,6.48,192.4625
4/14/2025,211.44,212.94,201.16,202.52,101352911,-8.92,-4.22,207.015
4/15/2025,201.86,203.51,199.8,202.14,51343900,0.285,0.13871,201.8275
4/16/2025,198.36,200.7,192.37,194.27,59732423,-4.09,-2.06,196.425
4/17/2025,197.2,198.83,194.42,196.98,52164700,-0.22,-0.11156,196.8575
4/21/2025,193.27,193.8,189.81,193.16,46742537,-0.105,-0.0569152,192.51
4/22/2025,196.12,201.59,195.97,199.74,52976400,3.62,1.85,198.355
4/23/2025,206,208,202.8,204.6,52929200,-1.4,-0.67961,205.35
4/24/2025,204.89,208.83,202.94,208.37,47311000,3.48,1.7,206.2575
4/25/2025,206.37,209.75,206.2,209.28,38222300,2.91,1.41,207.9
4/28/2025,210,211.5,207.46,210.14,38743100,0.14,0.06666667,209.775
4/29/2025,208.69,212.24,208.37,211.21,36827633,2.52,1.21,210.1275
4/30/2025,209.3,213.58,206.67,212.5,52286500,3.2,1.53,210.5125
5/1/2025,209.08,214.56,208.9,213.32,57365700,4.24,2.03,211.465
5/2/2025,206.09,206.99,202.16,205.35,101010621,-0.74,-0.35907,205.1475
5/5/2025,203.1,204.1,198.21,198.89,69018500,-4.21,-2.07,201.075
5/6/2025,198.21,200.65,197.02,198.51,51216500,0.3,0.15135,198.5975
5/7/2025,199.17,199.44,193.25,196.25,68616943,-2.92,-1.47,197.0275
5/8/2025,197.72,200.05,194.68,197.49,50478900,-0.23,-0.11633,197.485
5/9/2025,199,200.54,197.54,198.53,36453923,-0.47,-0.23618,198.9025
5/12/2025,210.97,211.27,206.75,210.79,63775814,-0.18,-0.08532019,209.945
5/13/2025,210.43,213.4,209,212.93,51909332,2.5,1.19,211.44
5/14/2025,212.43,213.94,210.58,212.33,49325825,-0.1,-0.04707433,212.32
5/15/2025,210.95,212.96,209.54,211.45,45029500,0.5,0.23702,211.225
5/16/2025,212.36,212.57,209.77,211.26,54737900,-1.1,-0.51799,211.49
5/19/2025,207.91,209.48,204.26,208.78,46140527,0.87,0.41845,207.6075
5/20/2025,207.67,208.47,205.03,206.86,42496635,-0.81,-0.39004,207.0075
5/21/2025,205.17,207.04,200.71,202.09,59211800,-3.08,-1.5,203.7525
5/22/2025,200.71,202.75,199.7,201.36,46742407,0.65,0.32385,201.13
5/23/2025,193.67,197.7,193.46,195.27,78432918,1.61,0.82615,195.025
5/27/2025,198.3,200.74,197.43,200.21,56288500,1.91,0.96319,199.17
5/28/2025,200.59,202.73,199.9,200.42,45339700,-0.17,-0.08474999,200.91
5/29/2025,203.58,203.81,198.51,199.95,51477938,-3.62,-1.78,201.4625
5/30/2025,199.37,201.96,196.78,200.85,70819942,1.48,0.74234,199.74
6/2/2025,200.28,202.13,200.12,201.7,35423300,1.42,0.70901,201.0575
6/3/2025,201.35,203.77,200.96,203.27,46381600,1.92,0.95356,202.3375
6/4/2025,202.91,206.24,202.1,202.82,43604000,-0.09,-0.04435464,203.5175
6/5/2025,203.5,204.75,200.15,200.63,55221235,-2.87,-1.41,202.2575
6/6/2025,203,205.7,202.05,203.92,46607700,0.92,0.4532,203.6675
6/9/2025,204.39,206,200.02,201.45,72862600,-2.94,-1.44,202.965
6/10/2025,200.6,204.35,200.57,202.67,54672608,2.07,1.03,202.0475
6/11/2025,203.5,204.5,198.41,198.78,60989900,-4.72,-2.32,201.2975
6/12/2025,199.08,199.68,197.36,199.2,43904635,0.12,0.06027728,198.83
6/13/2025,199.73,200.37,195.7,196.45,51447349,-3.28,-1.64,198.0625
6/16/2025,197.3,198.69,196.56,198.42,43020700,1.12,0.56766,197.7425
6/17/2025,197.2,198.39,195.21,195.64,38856200,-1.56,-0.79108,196.61
6/18/2025,195.94,197.57,195.07,196.58,45394700,0.64,0.32663,196.29
6/20/2025,198.24,201.7,196.86,201,96813542,2.76,1.39,199.45
6/23/2025,201.63,202.3,198.96,201.5,55814300,-0.125,-0.06447453,201.0975
6/24/2025,202.59,203.44,200.2,200.3,54064033,-2.29,-1.13,201.6325
6/25/2025,201.45,203.67,200.62,201.56,39525730,0.11,0.05460412,201.825
6/26/2025,201.43,202.64,199.46,201,50799121,-0.43,-0.21347,201.1325
6/27/2025,201.89,203.22,200,201.08,73188600,-0.81,-0.40121,201.5475
6/30/2025,202.01,207.39,199.26,205.17,91912816,3.16,1.56,203.4575
7/1/2025,206.67,210.19,206.14,207.82,78788900,1.16,0.55644,207.705
7/2/2025,208.91,213.34,208.14,212.44,67941811,3.53,1.69,210.7075
7/3/2025,212.15,214.65,211.81,213.55,34955836,1.41,0.65991,213.04
7/7/2025,212.68,216.23,208.8,209.95,50229000,-2.73,-1.28,211.915
7/8/2025,210.1,211.43,208.45,210.01,42848928,-0.09,-0.04283674,209.9975
7/9/2025,209.53,211.33,207.22,211.14,48749400,1.61,0.76839,209.805
7/10/2025,210.51,213.48,210.03,212.41,44443635,1.91,0.90257,211.6075
7/11/2025,210.57,212.13,209.86,211.16,39765812,0.595,0.28019,210.93
7/14/2025,209.93,210.91,207.54,208.62,38840111,-1.31,-0.62402,209.25
7/15/2025,209.22,211.89,208.92,209.11,42296339,-0.11,-0.05257624,209.785
7/16/2025,210.3,212.4,208.64,210.16,47490532,-0.135,-0.06657156,210.375
7/17/2025,210.57,211.8,209.59,210.02,48068141,-0.55,-0.2612,210.495
7/18/2025,210.87,211.79,209.7,211.18,48974600,0.31,0.14701,210.885
7/21/2025,212.1,215.78,211.63,212.48,51377434,0.38,0.17916,212.9975
7/22/2025,213.14,214.95,212.23,214.4,46404100,1.26,0.59116,213.68
7/23/2025,215,215.15,212.41,214.15,46989301,-0.85,-0.39535,214.1775
7/24/2025,213.9,215.69,213.53,213.76,46022620,-0.14,-0.06545115,214.22
7/25/2025,214.7,215.24,213.4,213.88,40268800,-0.82,-0.38193,214.305
7/28/2025,214.03,214.85,213.06,214.05,37858017,0.02,0.00934448,213.9975
7/29/2025,214.18,214.81,210.82,211.27,51411723,-2.91,-1.36,212.77
7/30/2025,211.9,212.39,207.72,209.05,45512514,-2.84,-1.34,210.265
7/31/2025,208.49,209.84,207.16,207.57,80698431,-0.92,-0.44127,208.265
8/1/2025,210.87,213.58,201.5,202.38,104434500,-8.49,-4.03,207.0825
8/4/2025,204.51,207.88,201.68,203.35,75109300,-1.16,-0.56721,204.355
8/5/2025,203.4,205.34,202.16,202.92,44155100,-0.48,-0.23599,203.455
8/6/2025,205.63,215.38,205.59,213.25,108483103,7.62,3.71,209.9625
8/7/2025,218.88,220.85,216.58,220.03,90224834,1.16,0.5254,219.085
8/8/2025,220.83,231,219.25,229.35,113854000,8.52,3.86,225.1075
8/11/2025,227.92,229.56,224.76,227.18,61806132,-0.74,-0.32468,227.355
8/12/2025,228.01,230.8,227.07,229.65,55672301,1.65,0.71927,228.8825
8/13/2025,231.07,235,230.43,233.33,69878546,2.26,0.97806,232.4575
8/14/2025,234.06,235.12,230.85,232.78,51916300,-1.28,-0.54687,233.2025
8/15/2025,234,234.28,229.34,231.59,56038700,-2.41,-1.03,232.3025
8/18/2025,231.7,233.12,230.11,230.89,37476200,-0.81,-0.34959,231.455
8/19/2025,231.28,232.87,229.35,230.56,39402600,-0.715,-0.31131,231.015
8/20/2025,229.98,230.47,225.77,226.01,42263900,-3.97,-1.73,228.0575
8/21/2025,226.27,226.52,223.78,224.9,30621249,-1.37,-0.60547,225.3675
8/22/2025,226.17,229.09,225.41,227.76,42477811,1.59,0.70301,227.1075
8/25/2025,226.48,229.3,226.23,227.16,30983133,0.68,0.30025,227.2925
8/26/2025,226.87,229.49,224.69,229.31,54575107,2.44,1.08,227.59
8/27/2025,228.61,230.9,228.26,230.49,31259513,1.88,0.82236,229.565
8/28/2025,230.82,233.41,229.34,232.56,38074700,1.74,0.75383,231.5325
8/29/2025,232.51,233.38,231.37,232.14,39418437,-0.37,-0.15913,232.35
9/2/2025,229.25,230.85,226.97,229.72,44075638,0.47,0.20502,229.1975
9/3/2025,237.21,238.85,234.36,238.47,66427835,1.26,0.53117,237.2225
9/4/2025,238.45,239.9,236.74,239.78,47549429,1.33,0.55777,238.7175
9/5/2025,240,241.32,238.49,239.69,54870400,-0.305,-0.12917,239.875
9/8/2025,239.3,240.15,236.34,237.88,48999500,-1.42,-0.5934,238.4175
9/9/2025,237,238.78,233.36,234.35,66313918,-2.65,-1.12,235.8725
9/10/2025,232.19,232.42,225.95,226.79,83440810,-5.4,-2.33,229.3375
9/11/2025,226.88,230.45,226.65,230.03,50208600,3.16,1.39,228.5025
9/12/2025,229.22,234.51,229.02,234.07,55824216,4.85,2.12,231.705
9/15/2025,237,238.19,235.03,236.7,42699524,-0.3,-0.12658,236.73
9/16/2025,237.18,241.22,236.32,238.15,63421100,0.975,0.40897,238.2175
9/17/2025,238.97,240.1,237.73,238.99,46508017,0.02,0.00836925,238.9475
9/18/2025,239.97,241.2,236.65,237.88,44249600,-2.09,-0.87094,238.925
9/19/2025,241.23,246.3,240.21,245.5,163741314,4.28,1.77,243.31
9/22/2025,248.3,256.64,248.12,256.08,105517416,7.78,3.13,252.285
9/23/2025,255.88,257.34,253.58,254.43,60275200,-1.44,-0.56667,255.3075
9/24/2025,255.22,255.74,251.04,252.31,42303710,-2.91,-1.14,253.5775
9/25/2025,253.21,257.17,251.71,256.87,55202100,3.66,1.45,254.74
9/26/2025,254.1,257.6,253.78,255.46,46076300,1.37,0.53522,255.235
9/29/2025,254.56,255,253.01,254.43,40127700,-0.13,-0.05106851,254.25
9/30/2025,254.86,255.92,253.11,254.63,37704300,-0.225,-0.09024563,254.63
10/1/2025,255.04,258.79,254.93,255.45,48713940,0.41,0.16076,256.0525
10/2/2025,256.58,258.18,254.15,257.13,42630239,0.555,0.21436,256.51
10/3/2025,254.67,259.24,253.95,258.02,49155614,3.35,1.32,256.47
10/6/2025,257.99,259.07,255.05,256.69,44664118,-1.3,-0.5039,257.2
10/7/2025,256.81,257.4,255.43,256.48,31955800,-0.325,-0.1285,256.53
10/8/2025,256.52,258.52,256.11,258.06,36496900,1.54,0.60034,257.3025
10/9/2025,257.81,258,253.14,254.04,38322012,-3.77,-1.46,255.7475
10/10/2025,254.94,256.38,244,245.27,61999100,-9.67,-3.79,250.1475
10/13/2025,249.38,249.69,245.56,247.66,38142942,-1.72,-0.68971,248.0725
10/14/2025,246.6,248.85,244.7,247.77,35478000,1.17,0.47445,246.98
10/15/2025,249.49,251.82,247.47,249.34,33893611,-0.145,-0.06012265,249.53
10/16/2025,248.25,249.04,245.13,247.45,39777000,-0.8,-0.32226,247.4675
10/17/2025,248.02,253.38,247.27,252.29,49147000,4.27,1.72,250.24
10/20/2025,255.89,264.38,255.63,262.24,90483029,6.36,2.48,259.535
10/21/2025,261.88,265.29,261.83,262.77,46695948,0.89,0.33985,262.9425
10/22/2025,262.65,262.85,255.43,258.45,45015300,-4.2,-1.6,259.845
10/23/2025,259.94,260.62,258.01,259.58,32754941,-0.36,-0.13849,259.5375
10/24/2025,261.19,264.13,259.18,262.82,38253717,1.63,0.62407,261.83
10/27/2025,264.88,269.12,264.65,268.81,44888200,3.93,1.48,266.865
10/28/2025,268.99,269.89,268.15,269,41534800,0.015,0.00371761,269.0075
10/29/2025,269.27,271.41,267.11,269.7,51086742,0.425,0.15969,269.3725
10/30/2025,271.99,274.14,268.48,271.4,69886534,-0.59,-0.21692,271.5025
10/31/2025,276.99,277.32,269.16,270.37,86167123,-6.62,-2.39,273.46
11/3/2025,270.42,270.85,266.25,269.05,50194600,-1.37,-0.50662,269.1425
11/4/2025,268.33,271.49,267.62,270.04,49274846,1.72,0.63727,269.37
11/5/2025,268.61,271.7,266.93,270.14,43683100,1.53,0.5696,269.345
11/6/2025,267.89,273.4,267.89,269.77,51204045,1.88,0.70178,269.7375
11/7/2025,269.8,272.29,266.77,268.47,48227400,-1.32,-0.49296,269.3325
11/10/2025,268.96,273.73,267.46,269.43,41312412,0.47,0.17475,269.895
11/11/2025,269.81,275.91,269.8,275.25,46208318,5.44,2.02,272.6925
11/12/2025,275,275.73,271.7,273.47,48398000,-1.53,-0.55636,273.975
11/13/2025,274.11,276.7,272.09,272.95,49602800,-1.16,-0.42319,273.9625
11/14/2025,271.05,275.96,269.6,272.41,47431331,1.36,0.50175,272.255
11/17/2025,268.82,270.49,265.73,267.46,45018300,-1.36,-0.50591,268.125
11/18/2025,269.99,270.71,265.32,267.44,45677300,-2.55,-0.94448,268.365
11/19/2025,265.52,272.21,265.5,268.56,40424500,3.04,1.14,267.9475
11/20/2025,270.83,275.43,265.92,266.25,45823600,-4.58,-1.69,269.6075
11/21/2025,265.95,273.33,265.67,271.49,59030832,5.54,2.08,269.11
11/24/2025,270.9,277,270.9,275.92,65585800,5.02,1.85,273.68
11/25/2025,275.27,280.38,275.25,276.97,46914220,1.7,0.61758,276.9675
11/26/2025,276.96,279.53,276.63,277.55,33431423,0.59,0.21303,277.6675
11/28/2025,277.26,279,275.99,278.85,20135620,1.59,0.57347,277.775
12/1/2025,278.01,283.42,276.14,283.1,46587722,5.09,1.83,280.1675
12/2/2025,283,287.4,282.63,286.19,53669532,3.19,1.13,284.805
12/3/2025,286.2,288.62,283.3,284.15,43538700,-2.05,-0.71628,285.5675
